temperature,rainfall,ph,humidity,area,crop
21.09,88.01,6.09,57.55,124.73,kidneybeans
30.29,174.6,6.42,76.73,95.61,rice
20.71,60.32,7.17,41.93,11.87,chickpea
23.12,85.58,5.74,62.2,105.86,kidneybeans
23.08,54.57,6.33,90.52,103.0,watermelon
24.8,38.37,7.42,62.96,136.1,blackgram
29.81,101.26,6.29,77.98,128.32,mango
17.56,44.85,6.87,48.65,13.3,chickpea
28.06,79.35,6.99,60.13,109.2,blackgram
28.34,98.92,6.08,56.33,91.13,mango
22.25,78.44,5.81,54.1,51.91,maize
31.0,85.48,6.16,40.41,104.83,cotton
27.36,55.47,6.46,58.49,5.25,maize
33.43,55.85,7.0,73.68,73.54,blackgram
36.22,79.85,6.22,72.36,4.17,mango
24.97,228.38,6.36,71.87,81.16,rice
29.26,112.12,6.43,48.43,63.28,cotton
36.4,117.89,6.19,43.4,40.05,mango
27.49,59.54,6.57,92.46,21.24,watermelon
24.52,89.43,6.22,71.11,123.02,maize
23.26,73.11,5.84,63.78,53.3,kidneybeans
29.78,162.93,6.77,89.36,140.73,rice
34.86,77.38,7.0,67.96,131.72,maize
27.19,38.04,6.71,93.28,38.7,muskmelon
26.13,92.02,6.6,76.54,17.97,maize
25.5,85.65,6.44,71.41,110.6,maize
26.85,80.96,6.61,70.95,40.07,cotton
38.96,90.0,6.27,57.82,73.03,mango
15.41,42.46,6.55,43.8,100.72,chickpea
13.4,47.2,6.87,39.25,109.38,chickpea
23.68,271.08,6.2,73.37,49.88,rice
29.41,25.54,6.96,91.61,45.29,muskmelon
18.81,34.75,6.07,46.77,50.67,lentil
24.25,105.55,5.71,67.44,38.49,kidneybeans
23.36,52.69,6.61,90.33,66.8,watermelon
26.23,69.07,5.93,50.25,38.28,cotton
29.8,48.53,6.6,72.12,147.39,maize
25.44,111.87,5.95,65.25,43.31,kidneybeans
15.87,47.45,6.89,46.36,70.5,chickpea
19.23,71.71,6.31,51.39,24.69,cotton
32.13,76.75,6.08,65.21,25.87,mango
34.84,43.35,7.24,67.86,4.3,blackgram
22.11,65.9,6.53,75.37,143.12,maize
27.58,33.39,6.27,40.91,29.86,lentil
26.58,48.18,6.26,85.28,2.79,watermelon
26.24,25.3,6.6,91.2,51.06,muskmelon
26.3,134.19,5.36,66.48,23.71,cotton
30.49,67.52,6.24,57.58,81.0,mango
22.61,111.55,6.33,50.34,149.31,kidneybeans
28.0,66.46,7.2,69.85,28.76,blackgram
21.35,78.41,6.1,61.96,145.18,kidneybeans
26.99,34.54,7.11,87.24,148.79,muskmelon
29.28,96.85,5.43,60.01,96.6,mango
19.63,42.41,7.28,39.2,100.51,chickpea
34.41,112.78,6.21,65.07,10.38,mango
31.98,58.23,6.52,86.05,115.53,watermelon
14.76,45.12,6.43,53.29,44.4,lentil
29.05,30.95,6.73,90.95,149.83,muskmelon
33.84,102.67,6.56,53.72,136.35,mango
24.53,50.44,6.55,34.46,72.79,chickpea
26.33,75.34,6.72,54.03,11.6,blackgram
26.54,205.42,7.21,73.31,85.78,rice
26.41,61.62,6.13,86.71,116.31,watermelon
27.04,33.17,6.62,91.37,36.25,muskmelon
22.13,64.96,6.04,66.55,22.69,maize
26.86,192.68,6.5,75.15,128.27,rice
24.23,61.04,6.78,57.21,16.27,maize
22.87,29.54,6.28,90.61,129.93,muskmelon
20.46,111.27,5.97,53.26,146.25,cotton
31.72,48.49,6.4,85.75,8.97,watermelon
23.19,86.15,5.15,50.48,137.04,cotton
27.02,66.42,6.41,54.78,97.97,cotton
31.74,98.55,6.18,45.66,133.79,mango
25.19,50.28,7.17,38.41,51.66,chickpea
31.3,76.22,7.01,73.1,137.5,blackgram
31.66,75.68,6.35,76.05,72.72,mango
22.47,69.79,6.22,59.77,126.06,maize
28.29,47.07,6.71,88.22,44.62,watermelon
23.04,79.94,6.51,48.96,132.31,maize
25.19,200.67,6.38,76.74,92.68,rice
23.04,200.01,6.71,77.76,127.54,rice
27.46,34.5,6.77,85.19,101.33,muskmelon
19.44,43.74,6.61,58.95,70.65,lentil
24.78,189.07,6.84,84.39,113.95,rice
22.26,62.81,6.68,90.59,132.32,watermelon
21.63,133.39,6.15,62.9,33.44,kidneybeans
27.78,32.16,7.28,94.55,43.65,muskmelon
18.65,57.41,6.91,37.92,110.02,chickpea
21.98,113.05,6.83,42.6,119.51,cotton
30.01,78.86,6.26,64.72,146.23,mango
20.29,106.12,5.92,63.52,24.66,kidneybeans
20.79,71.0,7.29,42.27,100.02,chickpea
23.47,69.09,6.16,69.45,19.65,maize
26.78,80.85,6.27,55.87,112.19,cotton
12.58,24.58,6.07,52.17,133.89,lentil
17.83,42.31,6.18,52.99,113.87,lentil
8.28,50.36,6.0,58.99,25.43,lentil
32.61,60.55,5.92,71.26,100.79,mango
28.43,32.4,6.6,92.87,8.11,muskmelon
19.01,54.89,6.68,71.02,37.16,maize
29.15,62.25,6.44,88.84,148.35,watermelon
32.75,99.26,5.87,58.52,146.57,mango
23.55,85.76,6.53,65.56,29.1,mango
29.08,182.93,6.98,76.39,129.39,rice
30.85,61.56,6.61,74.32,60.13,blackgram
32.7,89.67,6.32,52.24,101.76,mango
26.34,63.89,6.55,66.03,73.54,blackgram
27.79,32.81,6.84,89.3,23.44,muskmelon
30.37,67.88,6.32,57.26,127.55,maize
34.39,73.58,6.34,65.92,102.17,blackgram
34.5,64.81,7.25,65.66,102.61,blackgram
22.74,132.91,6.22,55.08,95.28,kidneybeans
26.1,33.83,6.94,37.84,76.87,chickpea
23.98,74.19,6.67,73.36,61.85,maize
25.45,108.69,5.86,57.1,99.69,kidneybeans
21.24,33.86,6.23,48.73,33.1,lentil
34.86,77.38,7.0,67.96,131.72,maize
24.03,178.17,6.73,68.94,30.1,rice
27.59,54.27,6.38,88.35,27.03,watermelon
19.54,58.51,7.32,33.04,32.14,chickpea
32.03,80.75,7.29,70.06,28.1,blackgram
31.06,40.75,6.59,90.42,28.4,watermelon
18.07,39.02,7.11,42.16,112.79,chickpea
36.32,80.1,7.32,61.55,148.35,blackgram
24.21,100.73,5.99,59.5,69.15,kidneybeans
36.7,90.58,6.59,71.48,115.96,mango
17.86,34.9,6.25,59.83,95.5,lentil
17.32,76.43,7.08,36.57,75.79,chickpea
31.63,58.69,6.52,82.51,126.98,watermelon
15.81,45.31,6.5,44.87,73.75,lentil
28.72,73.14,5.82,52.7,30.48,cotton
32.63,76.0,7.39,63.5,124.09,blackgram
13.62,28.95,6.21,48.3,68.61,lentil
25.03,97.31,5.9,59.54,82.99,kidneybeans
30.04,28.45,6.83,88.9,89.89,muskmelon
25.66,68.57,7.24,66.27,10.82,blackgram
19.44,52.98,6.75,45.31,60.95,chickpea
21.99,41.52,6.74,35.54,102.04,chickpea
23.63,60.91,5.72,56.2,99.12,kidneybeans
25.4,71.78,5.75,64.28,65.6,kidneybeans
27.98,121.57,5.92,55.55,55.03,cotton
25.78,120.13,6.51,46.92,104.69,cotton
19.55,34.72,6.39,53.26,47.18,lentil
26.86,92.83,5.51,65.15,40.59,cotton
25.22,28.52,7.13,86.51,117.47,muskmelon
19.46,44.19,6.16,58.32,93.06,lentil
26.59,61.52,6.26,84.07,70.13,watermelon
19.72,52.44,7.13,46.6,137.18,chickpea
22.81,95.36,6.43,72.6,131.18,maize
25.61,38.84,5.94,49.31,6.44,lentil
27.35,44.13,6.57,88.85,52.37,watermelon
28.91,62.22,6.72,46.89,126.77,cotton
26.26,27.34,6.25,45.96,25.38,cotton
20.85,81.79,5.96,57.75,123.66,kidneybeans
27.91,31.65,6.96,85.96,88.08,muskmelon
30.85,25.47,6.93,89.67,58.78,muskmelon
18.48,34.35,6.15,59.38,111.6,lentil
28.18,193.1,6.21,88.96,68.01,rice
22.11,83.38,5.78,52.54,119.56,cotton
20.66,40.86,6.72,34.43,103.3,chickpea
34.26,54.39,7.15,64.9,24.52,blackgram
33.13,69.29,6.81,72.38,145.76,blackgram
34.82,70.3,6.77,62.69,105.1,blackgram
25.87,96.84,6.05,56.95,36.86,mango
26.91,201.75,5.96,82.05,122.88,rice
21.95,47.14,6.63,41.62,88.75,chickpea
20.95,103.97,5.57,62.4,48.22,kidneybeans
27.78,92.14,6.21,68.22,110.9,maize
24.29,128.88,6.0,47.89,35.6,mango
19.98,76.57,6.27,53.21,113.59,kidneybeans
17.08,59.58,6.71,40.69,122.63,chickpea
25.61,56.97,6.69,86.55,149.51,watermelon
21.3,32.84,6.67,56.01,60.19,lentil
33.95,41.1,7.42,66.66,147.3,blackgram
17.4,37.16,6.49,49.72,116.23,lentil
25.89,41.51,6.84,90.29,117.39,muskmelon
19.72,51.28,7.88,33.43,33.31,chickpea
25.03,214.73,6.38,79.13,127.84,rice
24.9,27.61,6.61,89.04,4.26,muskmelon
19.72,39.68,6.6,60.14,87.06,lentil
30.52,38.11,7.06,91.8,76.51,muskmelon
24.8,123.99,6.16,62.38,61.33,kidneybeans
29.0,78.99,5.59,60.33,22.83,mango
28.65,56.82,6.49,84.72,141.8,watermelon
22.42,95.28,6.09,68.71,48.66,cotton
22.17,78.25,5.88,60.23,45.4,kidneybeans
26.27,46.87,6.66,52.11,126.47,lentil
24.75,37.49,6.82,31.34,87.41,chickpea
29.53,69.78,6.89,69.91,74.05,blackgram
30.19,28.11,6.08,93.37,57.62,muskmelon
19.83,92.52,6.26,67.2,32.43,kidneybeans
33.51,85.74,6.82,45.16,21.13,cotton
27.9,71.61,5.59,38.84,118.86,cotton
26.4,98.74,6.45,55.36,125.97,cotton
22.25,48.29,6.58,42.35,31.38,chickpea
23.92,69.22,5.94,59.59,144.63,kidneybeans
28.29,29.54,6.66,90.36,4.98,muskmelon
21.67,78.16,6.62,71.27,102.77,maize
31.23,21.98,6.01,73.72,27.38,blackgram
22.83,86.39,5.55,55.85,105.3,cotton
26.24,205.9,6.71,80.78,64.53,rice
26.52,27.33,6.91,88.99,144.65,muskmelon
38.48,79.34,6.62,69.27,91.6,blackgram
21.8,19.16,6.15,54.79,75.59,lentil
19.23,115.02,6.03,52.95,16.01,cotton
19.13,64.08,6.83,27.64,87.72,chickpea
29.47,29.27,6.63,87.63,140.05,muskmelon
24.69,86.22,6.37,57.98,101.5,maize
25.6,79.6,6.38,31.03,29.93,cotton
33.72,71.82,6.91,65.37,147.38,blackgram
25.4,71.78,5.75,64.28,65.6,kidneybeans
33.24,80.98,6.31,69.15,51.52,mango
19.53,64.39,6.3,54.42,63.43,maize
27.35,44.13,6.57,88.85,52.37,watermelon
22.87,95.52,6.61,63.84,10.16,maize
19.55,110.03,5.86,70.3,64.64,kidneybeans
31.39,65.24,6.48,48.41,126.14,cotton
29.87,79.53,5.79,64.08,3.37,mango
23.68,58.99,6.52,71.86,114.66,maize
23.86,77.05,5.57,51.99,53.46,cotton
22.54,199.57,6.85,72.36,108.37,rice
18.6,49.15,7.52,36.07,44.42,chickpea
28.34,245.57,6.53,85.77,149.15,rice
30.16,190.91,6.94,74.41,136.95,rice
25.97,64.1,7.01,73.99,122.03,maize
27.74,89.07,6.3,56.5,24.09,mango
34.56,45.97,6.9,87.42,126.45,muskmelon
21.18,47.56,7.3,45.78,148.9,chickpea
20.37,42.44,6.17,58.91,142.36,lentil
25.87,42.35,6.5,31.34,133.21,chickpea
33.91,57.83,6.89,73.73,55.08,blackgram
24.01,62.21,6.15,90.94,69.08,watermelon
28.7,247.37,6.16,77.48,125.53,rice
27.51,95.54,6.61,67.58,39.7,maize
22.31,51.95,7.25,41.83,41.12,chickpea
22.98,83.72,6.52,75.03,130.03,maize
30.58,80.83,5.65,54.47,93.81,cotton
28.25,24.03,7.28,86.27,88.68,muskmelon
28.71,99.23,6.21,52.79,31.85,mango
21.78,46.01,7.05,40.48,89.58,chickpea
28.03,75.96,6.2,50.13,29.33,cotton
28.43,82.29,5.99,60.31,48.56,kidneybeans
31.45,112.2,6.46,58.91,51.93,cotton
28.58,169.21,6.82,84.29,129.04,rice
24.89,28.7,7.08,91.79,140.36,muskmelon
18.54,59.15,7.67,38.18,35.06,chickpea
18.35,27.83,6.43,48.64,96.24,lentil
25.78,100.8,6.14,47.16,90.98,mango
26.93,51.0,6.8,86.23,33.78,watermelon
23.43,32.09,6.32,59.7,127.4,lentil
29.01,101.56,6.42,56.61,54.31,maize
24.05,93.82,6.48,57.28,93.27,mango
26.08,202.77,6.24,80.04,108.24,rice
32.53,33.11,7.34,87.47,41.3,muskmelon
29.26,82.65,6.57,61.61,6.91,mango
25.01,48.54,6.48,63.68,49.78,blackgram
31.25,27.93,7.23,91.08,11.53,muskmelon
31.66,56.63,6.2,86.71,13.72,watermelon
25.58,81.9,6.14,74.16,128.31,maize
24.75,89.62,6.63,67.15,37.6,maize
22.25,58.58,6.92,41.12,31.67,chickpea
28.64,73.3,5.74,62.84,65.51,cotton
15.12,31.68,6.47,43.39,65.48,chickpea
26.5,66.68,6.03,47.12,57.59,cotton
28.06,79.35,6.99,60.13,109.2,blackgram
24.34,217.55,6.33,72.91,4.29,rice
22.54,199.57,6.85,72.36,108.37,rice
24.16,49.87,7.17,45.51,68.8,chickpea
25.17,54.9,6.39,56.6,123.41,cotton
26.65,59.01,6.18,87.72,120.76,watermelon
29.0,52.08,6.35,89.66,111.87,watermelon
25.95,94.3,6.56,54.17,26.98,cotton
20.75,20.9,6.21,51.18,94.65,lentil
21.56,47.58,6.92,67.23,134.07,maize
42.94,98.3,5.88,53.24,125.24,mango
16.91,43.19,7.79,53.01,49.19,chickpea
28.58,169.21,6.82,84.29,129.04,rice
23.51,71.71,6.67,67.55,21.85,maize
27.93,91.88,5.9,46.87,25.86,cotton
25.4,71.78,5.75,64.28,65.6,kidneybeans
34.4,32.19,6.32,88.08,21.52,muskmelon
25.49,55.38,6.26,85.9,110.85,watermelon
26.39,76.78,6.9,59.28,10.02,maize
32.0,121.75,5.91,45.31,107.07,mango
23.94,23.25,6.72,90.53,85.94,muskmelon
32.38,52.4,7.16,75.69,5.07,blackgram
27.62,180.1,6.45,80.08,134.46,rice
25.29,56.51,6.48,90.98,53.13,watermelon
27.2,54.03,6.26,88.95,16.26,watermelon
20.45,22.46,7.32,44.38,31.97,chickpea
27.0,62.93,6.57,88.11,128.28,watermelon
26.78,85.26,5.63,57.64,10.12,mango
29.54,23.69,6.47,90.59,142.11,muskmelon
25.24,57.1,5.92,67.09,25.02,maize
26.86,41.06,7.04,91.53,61.47,muskmelon
30.35,54.26,6.41,88.38,105.54,watermelon
19.83,57.04,6.52,48.13,6.62,chickpea
24.06,77.7,6.67,72.63,144.87,maize
33.03,110.95,5.51,51.62,133.22,mango
26.81,227.05,6.51,85.82,41.39,rice
33.91,128.99,6.22,40.49,50.41,mango
21.37,188.27,6.23,73.27,138.02,rice
25.19,206.47,6.43,76.6,57.93,rice
32.71,31.83,6.94,91.0,136.42,muskmelon
28.24,47.45,7.45,37.37,5.62,chickpea
23.08,87.87,6.2,66.22,99.15,kidneybeans
34.61,72.8,7.25,66.04,120.99,blackgram
31.79,36.47,7.17,89.7,23.47,muskmelon
16.58,51.72,6.68,35.25,8.16,chickpea
22.22,35.1,6.36,51.71,106.55,lentil
23.9,92.22,7.04,59.33,68.54,maize
23.33,84.49,6.94,66.05,126.77,maize
22.69,71.28,7.68,45.28,1.05,chickpea
21.87,101.5,5.99,60.82,88.05,kidneybeans
21.48,51.97,7.4,40.97,54.27,chickpea
21.51,134.15,5.98,65.03,115.32,kidneybeans
22.75,84.75,5.61,61.27,33.07,cotton
28.11,169.28,6.53,90.24,54.76,rice
15.64,51.96,7.0,51.02,5.78,chickpea
30.56,210.0,6.53,84.98,20.75,rice
14.64,40.02,6.15,60.15,28.85,lentil
30.78,148.23,6.06,82.59,140.58,rice
14.87,38.01,6.18,47.27,89.47,lentil
26.99,202.05,6.37,66.54,32.19,rice
21.97,80.93,6.13,59.13,45.17,kidneybeans
23.89,44.64,6.83,33.37,110.85,chickpea
20.82,52.91,7.39,48.37,90.47,chickpea
28.99,204.47,6.66,84.53,88.19,rice
21.96,26.25,5.93,52.61,25.3,lentil
32.99,27.32,6.92,88.08,13.48,muskmelon
22.6,104.26,6.2,64.03,95.36,kidneybeans
22.09,79.33,7.05,74.46,145.72,maize
27.85,65.31,6.35,89.32,20.17,watermelon
22.79,121.75,6.4,67.56,41.49,kidneybeans
22.19,89.78,6.73,65.31,5.35,maize
26.12,94.3,6.28,63.01,65.59,kidneybeans
27.97,42.5,6.34,84.7,25.82,watermelon
31.08,26.73,6.83,88.96,30.7,muskmelon
14.51,39.79,6.41,52.87,56.3,lentil
25.95,94.3,6.56,54.17,26.98,cotton
27.32,37.22,6.68,90.4,115.54,muskmelon
29.43,197.77,6.29,65.37,56.1,rice
27.94,67.99,6.89,80.28,132.92,maize
30.6,61.68,6.26,91.24,103.39,watermelon
21.45,59.71,6.79,39.28,57.29,chickpea
22.3,59.29,6.13,59.92,4.73,maize
28.86,53.61,6.4,85.31,14.77,watermelon
33.42,37.02,7.4,91.1,133.1,muskmelon
27.02,74.28,7.41,78.19,126.39,blackgram
25.58,36.35,6.85,89.12,120.92,muskmelon
20.29,84.3,5.93,65.51,4.0,maize
28.58,24.2,6.6,90.35,8.75,muskmelon
29.68,25.11,6.9,90.92,99.03,muskmelon
20.19,97.03,6.36,59.86,64.36,kidneybeans
20.48,24.68,6.22,60.78,112.41,lentil
23.34,52.53,6.71,38.33,24.26,chickpea
22.93,62.62,6.37,61.62,32.9,maize
23.95,36.6,6.5,47.7,104.83,lentil
36.4,117.89,6.19,43.4,40.05,mango
28.9,60.32,5.82,52.01,143.08,cotton
24.51,210.16,7.31,82.43,146.06,rice
26.27,199.25,5.82,75.78,11.12,rice
26.17,93.79,6.42,68.16,53.69,maize
25.59,35.65,7.03,37.62,16.97,chickpea
18.06,47.61,6.32,49.74,42.49,lentil
18.51,79.2,5.86,62.29,104.74,cotton
14.79,35.06,6.15,56.31,15.75,lentil
19.59,36.24,7.73,37.47,70.31,chickpea
30.09,58.72,6.4,88.04,26.03,watermelon
17.03,48.95,6.17,36.71,51.26,chickpea
31.05,32.19,6.66,85.84,38.86,muskmelon
19.82,51.22,6.83,44.46,145.75,chickpea
17.63,53.99,7.66,37.26,115.55,chickpea
18.02,52.73,6.62,45.58,133.91,chickpea
24.12,231.35,6.49,72.22,105.29,rice
32.95,29.79,6.89,89.96,137.8,muskmelon
23.9,117.82,6.58,51.24,42.34,cotton
15.5,19.37,6.49,67.54,100.9,lentil
19.88,28.02,6.63,58.94,29.45,lentil
30.22,32.91,7.0,90.33,46.04,muskmelon
24.51,210.16,7.31,82.43,146.06,rice
28.9,51.18,6.29,85.76,15.51,watermelon
23.72,68.53,5.57,60.39,36.64,cotton
23.24,41.12,6.55,36.55,5.87,chickpea
29.23,75.83,6.24,54.98,120.49,cotton
30.45,75.47,6.57,41.06,32.62,mango
29.79,28.61,6.4,89.18,68.08,muskmelon
32.61,60.55,5.92,71.26,100.79,mango
32.98,67.24,7.02,71.22,75.94,blackgram
33.1,125.17,6.52,61.25,93.04,mango
35.26,28.6,6.71,87.63,34.11,muskmelon
21.99,41.52,6.74,35.54,102.04,chickpea
32.57,25.35,7.19,68.44,72.37,blackgram
23.07,80.63,6.76,74.31,3.0,maize
29.26,82.65,6.57,61.61,6.91,mango
23.04,87.58,6.75,73.87,88.37,maize
35.7,73.63,6.32,39.9,58.93,mango
32.72,53.49,6.42,82.08,50.62,watermelon
23.97,184.07,6.8,78.29,113.95,rice
31.63,61.35,6.61,87.46,101.3,watermelon
23.65,37.51,7.08,90.75,80.55,muskmelon
23.5,149.38,6.46,74.5,72.03,rice
27.96,49.62,7.14,67.83,87.43,blackgram
30.82,29.03,6.78,90.4,127.49,muskmelon
28.26,58.02,6.66,70.02,39.96,blackgram
33.73,74.22,6.42,63.22,104.84,blackgram
18.44,62.59,7.54,46.36,142.81,chickpea
19.33,34.11,6.15,56.03,91.3,lentil
18.07,39.89,6.54,50.32,31.32,lentil
25.06,26.68,6.57,56.02,69.82,lentil
21.26,12.48,5.99,44.99,49.33,lentil
31.45,28.69,6.24,91.69,123.69,muskmelon
27.34,23.57,6.65,90.5,1.05,muskmelon
21.79,200.68,6.22,76.12,68.67,rice
19.26,60.37,6.9,34.24,89.88,chickpea
33.13,37.98,7.16,89.52,41.39,muskmelon
32.36,31.71,6.66,88.86,69.96,muskmelon
29.1,159.44,6.5,83.41,27.5,rice
10.16,30.49,6.25,54.0,34.91,lentil
35.09,102.72,6.57,61.12,78.77,mango
30.01,34.28,7.09,88.89,78.62,muskmelon
23.31,41.86,6.58,90.42,56.74,muskmelon
23.5,135.44,6.04,59.79,28.42,kidneybeans
16.82,33.29,7.27,37.28,66.52,chickpea
25.95,89.02,5.63,40.67,68.09,cotton
22.08,118.69,6.08,59.88,42.99,kidneybeans
26.38,58.88,6.68,88.91,100.87,watermelon
35.13,115.67,6.28,66.68,89.69,mango
21.87,85.11,6.13,64.31,101.99,kidneybeans
30.57,36.1,7.12,89.92,8.45,muskmelon
27.59,57.66,6.41,90.39,126.94,watermelon
21.47,27.42,6.33,60.1,30.13,lentil
22.17,43.36,6.2,55.61,71.67,lentil
19.14,44.33,7.13,37.78,53.88,chickpea
23.75,107.11,6.96,60.55,42.1,maize
18.67,39.91,6.28,56.09,83.1,lentil
25.15,238.11,6.2,77.9,52.95,rice
24.18,236.94,6.09,81.81,131.22,rice
30.35,79.28,7.49,60.1,135.61,blackgram
20.98,73.55,6.39,64.87,36.35,maize
19.07,25.16,6.15,52.93,146.44,lentil
22.49,76.02,5.85,61.88,61.64,kidneybeans
23.97,47.85,7.55,48.56,32.46,chickpea
30.35,81.3,7.08,63.51,33.36,maize
31.23,46.18,6.44,63.65,32.92,blackgram
21.59,81.32,6.39,57.64,15.96,maize
30.94,73.61,7.13,56.5,121.65,blackgram
32.99,34.79,6.81,89.24,132.93,muskmelon
16.25,29.37,5.9,61.46,54.8,lentil
29.04,208.11,6.43,79.1,55.16,rice
23.58,79.15,6.97,56.6,122.91,maize
25.42,92.91,5.98,44.74,117.24,mango
21.19,70.23,5.54,54.26,97.31,kidneybeans
30.58,53.02,6.64,71.58,43.35,blackgram
27.14,48.99,6.36,55.36,17.97,lentil
24.45,91.08,6.1,68.77,51.08,cotton
36.8,143.61,5.82,63.16,136.3,mango
29.4,60.06,6.93,68.87,12.96,blackgram
26.94,67.14,6.23,87.16,124.4,watermelon
31.7,73.62,5.85,53.31,121.91,mango
23.5,63.67,6.72,59.79,143.91,maize
11.59,34.48,6.25,55.78,8.21,lentil
25.96,112.43,6.37,62.53,144.1,kidneybeans
22.5,84.08,6.36,61.89,6.65,kidneybeans
27.39,116.42,6.15,58.66,75.17,kidneybeans
26.77,187.24,6.43,74.27,38.06,rice
30.19,35.44,6.93,88.08,18.7,muskmelon
27.05,97.21,6.4,69.78,105.69,mango
19.92,46.09,6.03,56.97,43.27,lentil
26.76,93.93,5.66,55.86,124.62,cotton
21.86,85.73,5.93,57.09,15.05,kidneybeans
27.24,35.0,7.54,92.63,77.62,muskmelon
18.35,37.74,6.22,59.38,8.45,lentil
30.64,30.24,7.03,87.89,93.1,muskmelon
24.23,73.69,6.41,53.42,40.2,maize
29.18,29.6,7.09,94.27,14.07,muskmelon
28.78,50.67,6.69,89.8,108.42,watermelon
34.35,47.56,6.67,83.89,55.65,watermelon
30.12,26.89,6.8,92.45,103.67,muskmelon
33.74,95.76,6.2,47.6,120.34,mango
24.35,162.96,6.13,75.19,117.02,rice
27.9,175.7,6.44,75.62,16.41,rice
29.64,80.08,6.64,61.34,49.93,blackgram
27.6,200.19,5.92,89.23,54.91,rice
28.26,190.3,6.34,79.43,44.43,rice
24.13,68.56,6.11,53.91,83.56,cotton
24.83,101.48,5.87,62.91,97.5,cotton
26.42,23.13,6.17,57.06,120.37,lentil
34.01,81.73,5.65,40.88,57.71,mango
30.36,46.74,7.45,62.05,14.46,blackgram
17.52,38.38,6.44,60.81,107.21,lentil
33.55,61.15,6.63,83.17,13.95,watermelon
34.56,141.55,6.28,58.01,99.54,mango
27.11,49.02,5.59,55.1,54.54,cotton
27.05,81.19,6.61,54.85,106.04,maize
24.29,104.39,6.21,61.94,55.47,kidneybeans
24.22,43.57,6.99,39.52,59.09,chickpea
28.07,107.77,5.88,81.92,116.24,mango
26.38,181.54,6.52,79.5,52.71,rice
32.43,40.03,6.26,50.33,64.19,cotton
24.24,51.55,6.61,88.21,17.87,watermelon
25.0,186.46,6.3,70.0,75.61,rice
27.78,92.14,6.21,68.22,110.9,maize
28.1,181.68,6.92,80.29,40.76,rice
24.17,51.35,7.13,38.98,65.77,chickpea
29.67,62.87,6.48,62.91,117.36,blackgram
31.45,51.4,7.21,68.95,111.61,blackgram
30.06,80.69,7.72,67.55,144.9,blackgram
34.03,34.2,7.12,90.69,60.29,muskmelon
23.8,77.06,7.02,50.96,122.39,maize
29.72,214.39,6.49,86.88,50.17,rice
21.22,47.98,7.41,40.47,77.02,chickpea
28.79,90.97,6.91,66.54,97.17,blackgram
11.95,24.97,6.2,63.95,26.14,lentil
25.98,90.2,5.99,74.25,23.01,cotton
20.52,101.21,5.89,49.56,46.67,kidneybeans
26.93,69.33,6.51,55.74,101.66,maize
31.23,29.69,7.08,89.27,59.48,muskmelon
33.1,110.24,6.29,61.8,133.12,mango
22.98,66.76,5.96,59.42,126.07,kidneybeans
36.86,107.11,6.3,56.94,149.35,mango
23.52,203.78,6.32,77.28,12.16,rice
29.61,59.22,6.35,90.58,125.2,watermelon
31.33,134.57,6.16,74.94,100.71,mango
28.21,50.94,6.64,65.84,115.22,blackgram
31.19,57.36,6.53,88.53,144.6,watermelon
22.63,75.73,6.61,75.09,143.47,maize
22.63,117.17,6.37,64.5,98.44,kidneybeans
28.25,46.56,7.35,58.65,85.4,maize
31.02,120.42,6.33,63.0,11.99,mango
24.44,95.06,6.07,60.84,42.15,kidneybeans
18.55,61.49,6.83,45.66,144.44,chickpea
20.8,51.02,6.75,54.96,104.33,chickpea
23.07,80.63,6.76,74.31,3.0,maize
25.2,61.18,6.39,87.59,125.26,watermelon
20.77,67.83,6.94,33.29,135.4,chickpea
25.8,30.76,6.7,89.25,118.31,muskmelon
26.35,169.55,6.64,75.62,82.86,rice
25.92,85.64,7.37,40.69,47.02,maize
33.1,110.24,6.29,61.8,133.12,mango
27.64,26.85,6.69,88.13,30.6,muskmelon
27.57,30.66,6.53,53.79,95.96,cotton
16.5,37.85,6.47,34.87,43.24,chickpea
31.45,48.94,6.3,89.63,72.26,watermelon
21.2,133.32,5.96,61.53,79.78,kidneybeans
23.73,58.7,6.43,85.35,120.78,watermelon
26.56,58.33,6.26,89.39,146.12,watermelon
26.2,40.61,6.63,75.0,82.84,maize
28.08,26.0,6.91,85.79,78.2,muskmelon
16.69,37.26,6.29,54.91,114.95,lentil
21.7,27.63,6.94,88.15,23.65,muskmelon
21.99,41.52,6.74,35.54,102.04,chickpea
33.0,74.1,6.42,56.59,23.33,mango
33.22,60.15,6.71,63.33,75.6,blackgram
30.3,212.74,6.57,81.57,120.74,rice
22.25,57.88,6.48,38.51,137.14,chickpea
17.28,31.8,6.2,46.29,29.21,lentil
19.72,49.19,7.1,42.9,32.66,chickpea
31.23,58.64,6.09,90.46,114.02,watermelon
22.76,27.36,7.06,89.91,28.89,muskmelon
31.75,84.21,7.23,70.03,94.24,blackgram
18.35,27.8,6.63,65.15,58.95,lentil
31.47,71.61,5.82,51.71,85.52,cotton
32.38,48.14,6.51,90.23,71.24,watermelon
26.56,38.29,5.45,70.03,42.46,cotton
21.06,24.36,6.45,55.51,126.13,lentil
16.47,42.66,6.18,34.58,105.92,chickpea
19.72,39.68,6.6,60.14,87.06,lentil
19.31,54.1,6.57,62.73,131.05,lentil
22.35,109.22,5.86,60.7,26.51,kidneybeans
